fars,distance_fars,finger_tops,distance_fingers_top,img,gesture
"[(0.30677290836653387, 0.33760683760683763), (0.545816733067729, 0.452991452991453), (0.549800796812749, 0.5726495726495726), (0.50199203187251, 0.6709401709401709)]","[0.23374760072411657, 0.33088998669151803, 0.31607062952646736, 0.28230838138152353]","[(0.38247011952191234, 0.07692307692307693), (0.8286852589641435, 0.32905982905982906), (0.9123505976095617, 0.5170940170940171), (0.8247011952191236, 0.7051282051282052), (0.649402390438247, 0.8931623931623932)]","[0.4145014381244742, 0.5542413166465043, 0.5837692480621589, 0.5194159013305141, 0.43138740609170695]",img_474.png,0
"[(0.3804347826086957, 0.3345323741007194), (0.572463768115942, 0.4784172661870504), (0.5652173913043478, 0.5863309352517986), (0.5036231884057971, 0.6690647482014388)]","[0.2315243937421999, 0.3279519121246775, 0.3252784549333725, 0.29818732091198175]","[(0.4311594202898551, 0.07553956834532374), (0.8514492753623188, 0.3489208633093525), (0.9166666666666666, 0.564748201438849), (0.822463768115942, 0.7661870503597122), (0.6086956521739131, 0.9064748201438849)]","[0.38755903684169785, 0.5368840598109936, 0.5702220044572656, 0.5328392189577277, 0.4473301484327421]",img_599.png,0
"[(0.2908366533864542, 0.43781094527363185), (0.5418326693227091, 0.472636815920398), (0.5816733067729084, 0.5870646766169154), (0.5617529880478087, 0.7263681592039801)]","[0.2661578900515695, 0.3899696938985634, 0.38581850856187055, 0.3487579056437274]","[(0.2151394422310757, 0.09950248756218906), (0.7808764940239044, 0.22885572139303484), (0.9123505976095617, 0.4079601990049751), (0.8924302788844621, 0.5771144278606966), (0.7888446215139442, 0.8606965174129353)]","[0.44785755678822453, 0.6297831036975712, 0.6669897607178816, 0.6200333109959096, 0.5235688031192993]",img_173.png,0
"[(0.28, 0.39351851851851855), (0.536, 0.4583333333333333), (0.564, 0.5694444444444444), (0.532, 0.6944444444444444)]","[0.2599481001428077, 0.36647400875261116, 0.35511114409194094, 0.3135277997087709]","[(0.296, 0.0787037037037037), (0.804, 0.2638888888888889), (0.912, 0.4398148148148148), (0.864, 0.6203703703703703), (0.712, 0.8796296296296297)]","[0.4557441577976667, 0.6057806597903461, 0.6317134580412768, 0.5688755637985382, 0.456477277640427]",img_347.png,0
"[(0.24904214559386972, 0.3686440677966102), (0.5134099616858238, 0.4449152542372881), (0.5363984674329502, 0.5635593220338984), (0.5019157088122606, 0.6822033898305084)]","[0.22241440315306038, 0.33044425611311834, 0.319963896297148, 0.28725762013081385]","[(0.7854406130268199, 0.25), (0.8045977011494253, 0.2627118644067797), (0.9042145593869731, 0.4322033898305085), (0.4904214559386973, 0.4788135593220339), (0.8544061302681992, 0.6228813559322034)]","[0.5700060693380324, 0.5784170950119217, 0.6059396248916112, 0.3052901314108995, 0.5492238024475044]",img_1793.png,0
"[(0.4473684210526316, 0.3147208121827411), (0.5631578947368421, 0.47715736040609136), (0.531578947368421, 0.5685279187817259), (0.45789473684210524, 0.6192893401015228)]","[0.21260647019054355, 0.2853163833340688, 0.2830616251728409, 0.25654080896903847]","[(0.6052631578947368, 0.1218274111675127), (0.868421052631579, 0.5126903553299492), (0.8473684210526315, 0.6903553299492385), (0.7263157894736842, 0.7868020304568528), (0.531578947368421, 0.8730964467005076)]","[0.37392911791149597, 0.49863314217907906, 0.519108493478941, 0.47834188327476723, 0.4217137048258254]",img_2035.png,0
"[(0.23921568627450981, 0.3900414937759336), (0.5098039215686274, 0.45228215767634855), (0.5411764705882353, 0.5643153526970954), (0.5019607843137255, 0.7053941908713693)]","[0.21299626041343553, 0.3225655647021093, 0.31660514616649976, 0.2802390878431729]","[(0.20392156862745098, 0.08713692946058091), (0.7725490196078432, 0.21161825726141079), (0.9215686274509803, 0.42738589211618255), (0.8627450980392157, 0.5892116182572614), (0.6901960784313725, 0.8755186721991701)]","[0.40672661946228844, 0.5715147276133256, 0.6079875989216765, 0.5445112061820431, 0.43892494828866596]",img_1525.png,0
"[(0.2823529411764706, 0.3852813852813853), (0.5294117647058824, 0.42424242424242425), (0.5686274509803921, 0.5454545454545454), (0.5490196078431373, 0.683982683982684)]","[0.25112723753008825, 0.35002069440281564, 0.3367871345076814, 0.3007629153030625]","[(0.24313725490196078, 0.0735930735930736), (0.7764705882352941, 0.14285714285714285), (0.9137254901960784, 0.3203463203463203), (0.9098039215686274, 0.5930735930735931), (0.7686274509803922, 0.8874458874458875)]","[0.4448349440874559, 0.6106544214986929, 0.6317713453921561, 0.5738576370817519, 0.47445872035755876]",img_1407.png,0
"[(0.4551971326164875, 0.33079847908745247), (0.6093189964157706, 0.5285171102661597), (0.5698924731182796, 0.6425855513307985), (0.4946236559139785, 0.7072243346007605)]","[0.27465805121818815, 0.36626129595666546, 0.3530311282090078, 0.3197254110645188]","[(0.5878136200716846, 0.09885931558935361), (0.9139784946236559, 0.46387832699619774), (0.9139784946236559, 0.7110266159695817), (0.7706093189964157, 0.8897338403041825), (0.5376344086021505, 0.9809885931558935)]","[0.4392175392667481, 0.5870342496463095, 0.606665468172345, 0.5560912396711448, 0.46142245973496726]",img_909.png,0
"[(0.2827868852459016, 0.3717948717948718), (0.5286885245901639, 0.46153846153846156), (0.5491803278688525, 0.5769230769230769), (0.5081967213114754, 0.6837606837606838)]","[0.2318745196898347, 0.3241631078722133, 0.3132644291917887, 0.27844117130603496]","[(0.29098360655737704, 0.07692307692307693), (0.7991803278688525, 0.3247863247863248), (0.9098360655737705, 0.49145299145299143), (0.8401639344262295, 0.6709401709401709), (0.6639344262295082, 0.8931623931623932)]","[0.4229984148655361, 0.5411204998641749, 0.5801219615029568, 0.5176765501782139, 0.4218592323433787]",img_294.png,0
"[(0.3448275862068966, 0.3817204301075269), (0.5172413793103449, 0.4946236559139785), (0.5369458128078818, 0.5913978494623656), (0.46798029556650245, 0.6881720430107527)]","[0.19790472937129597, 0.27853300436894146, 0.2870233938195571, 0.24700568132952475]","[(0.43349753694581283, 0.13440860215053763), (0.8078817733990148, 0.3763440860215054), (0.8719211822660099, 0.543010752688172), (0.8029556650246306, 0.6935483870967742), (0.6502463054187192, 0.8763440860215054)]","[0.3677702141467701, 0.5058851591110628, 0.5345154324956553, 0.48904629832718893, 0.4208941706756927]",img_2367.png,0
"[(0.34355828220858897, 0.3961038961038961), (0.5153374233128835, 0.4675324675324675), (0.5030674846625767, 0.6688311688311688), (0.3067484662576687, 0.7987012987012987)]","[0.18386761106601943, 0.2583785420951463, 0.23614011881177477, 0.16078756155956855]","[(0.37423312883435583, 0.14935064935064934), (0.7668711656441718, 0.3116883116883117), (0.8466257668711656, 0.45454545454545453), (0.012269938650306749, 0.512987012987013), (0.49693251533742333, 0.8831168831168831)]","[0.34140245003882536, 0.4687722683716608, 0.49242042616670023, 0.13960269766300973, 0.29748205865436483]",img_2191.png,0
"[(0.2757201646090535, 0.3179916317991632), (0.5473251028806584, 0.45188284518828453), (0.5555555555555556, 0.5774058577405857), (0.5020576131687243, 0.6820083682008368)]","[0.19978899086570595, 0.30390134905277866, 0.29939251569468106, 0.273739451712031]","[(0.3786008230452675, 0.06276150627615062), (0.8888888888888888, 0.3514644351464435), (0.9753086419753086, 0.5439330543933054), (0.8765432098765432, 0.7322175732217573), (0.6460905349794238, 0.9497907949790795)]","[0.3923276409804041, 0.5573736665371731, 0.5987059587124952, 0.5409940191055056, 0.45300827042174424]",img_1763.png,0
"[(0.285140562248996, 0.4057971014492754), (0.5341365461847389, 0.463768115942029), (0.5622489959839357, 0.5797101449275363), (0.5301204819277109, 0.7053140096618358)]","[0.2585680091489847, 0.3696909998686494, 0.3584127569430707, 0.31683039212993047]","[(0.7911646586345381, 0.2560386473429952), (0.8032128514056225, 0.26570048309178745), (0.9076305220883534, 0.4396135265700483), (0.5220883534136547, 0.47342995169082125), (0.8594377510040161, 0.6231884057971014)]","[0.6075741926863769, 0.6122575625030331, 0.638698008017776, 0.35857238258501495, 0.5747840713346104]",img_486.png,0
"[(0.3864734299516908, 0.3316582914572864), (0.5507246376811594, 0.46733668341708545), (0.5458937198067633, 0.5628140703517588), (0.48792270531400966, 0.6381909547738693)]","[0.21456939263819882, 0.2942134471026672, 0.2911469133732449, 0.2621458308427955]","[(0.4975845410628019, 0.10050251256281408), (0.8454106280193237, 0.37185929648241206), (0.8888888888888888, 0.5628140703517588), (0.7971014492753623, 0.7185929648241206), (0.6328502415458938, 0.8743718592964824)]","[0.3823422119127174, 0.514307131341474, 0.5374512543651545, 0.49135645961593594, 0.43196983476202355]",img_2314.png,0
"[(0.3981042654028436, 0.4088050314465409), (0.5592417061611374, 0.5911949685534591), (0.5592417061611374, 0.7169811320754716), (0.5023696682464455, 0.8238993710691824)]","[0.2302326587630714, 0.33310164531501907, 0.34243284074782315, 0.32161379269167384]","[(0.5402843601895735, 0.16981132075471697), (0.8625592417061612, 0.48427672955974843), (0.9146919431279621, 0.7295597484276729), (0.8104265402843602, 0.9371069182389937), (0.5971563981042654, 0.9874213836477987)]","[0.404340224871774, 0.5784988314323025, 0.6230669082356519, 0.5742360130236815, 0.43670455445694834]",img_2978.png,0
"[(0.45454545454545453, 0.34615384615384615), (0.6072727272727273, 0.5346153846153846), (0.5709090909090909, 0.65), (0.49454545454545457, 0.7192307692307692)]","[0.2713529004429648, 0.36296523224472543, 0.3518298673250743, 0.319276542999025]","[(0.56, 0.08461538461538462), (0.9127272727272727, 0.45384615384615384), (0.9236363636363636, 0.6961538461538461), (0.7781818181818182, 0.9), (0.5527272727272727, 0.9923076923076923)]","[0.4327732908149483, 0.5846825862413437, 0.6076259425734903, 0.5597857605801511, 0.46915692612395166]",img_910.png,0
"[(0.3776978417266187, 0.3357664233576642), (0.5755395683453237, 0.4744525547445255), (0.5719424460431655, 0.5802919708029197), (0.5143884892086331, 0.6751824817518248)]","[0.24447155841149482, 0.33736621377192144, 0.33112178760277305, 0.30231668720840177]","[(0.4244604316546763, 0.072992700729927), (0.8525179856115108, 0.33941605839416056), (0.920863309352518, 0.5474452554744526), (0.8345323741007195, 0.7554744525547445), (0.6366906474820144, 0.9124087591240876)]","[0.40430377003132, 0.5507399733506356, 0.5789981933044605, 0.5370250501018179, 0.45404456996514486]",img_1174.png,0
"[(0.29411764705882354, 0.3607843137254902), (0.5367647058823529, 0.4588235294117647), (0.5514705882352942, 0.5725490196078431), (0.5036764705882353, 0.6901960784313725)]","[0.2242260470451949, 0.3308916947304099, 0.3237378007426582, 0.2905866063500807]","[(0.29411764705882354, 0.08235294117647059), (0.8051470588235294, 0.27450980392156865), (0.9117647058823529, 0.49411764705882355), (0.8419117647058824, 0.6470588235294118), (0.6433823529411765, 0.8941176470588236)]","[0.39367851211328, 0.5603132117537246, 0.591363821839292, 0.5339848416307043, 0.4306956937960838]",img_1529.png,0
"[(0.2727272727272727, 0.4358974358974359), (0.5080213903743316, 0.46153846153846156), (0.5614973262032086, 0.5448717948717948), (0.5561497326203209, 0.6794871794871795)]","[0.2171703733976997, 0.3065482677909388, 0.31218947981847994, 0.28025546297219023]","[(0.24598930481283424, 0.1346153846153846), (0.7112299465240641, 0.15384615384615385), (0.8342245989304813, 0.2948717948717949), (0.8716577540106952, 0.5384615384615384), (0.8181818181818182, 0.8076923076923077)]","[0.4041142429925324, 0.5545984692574344, 0.573271385067776, 0.5369886400989432, 0.4772013231056641]",img_2807.png,0
"[(0.25572519083969464, 0.40444444444444444), (0.5229007633587787, 0.4711111111111111), (0.5534351145038168, 0.5911111111111111), (0.5190839694656488, 0.7288888888888889)]","[0.22550263117837782, 0.3369345472286858, 0.32939737174424916, 0.29251134551476954]","[(0.2786259541984733, 0.08444444444444445), (0.8053435114503816, 0.26222222222222225), (0.9236641221374046, 0.4444444444444444), (0.8740458015267175, 0.6355555555555555), (0.7290076335877863, 0.9066666666666666)]","[0.42843885456274466, 0.5904791456185605, 0.6256941579428434, 0.5644310092787849, 0.4677959577051292]",img_1708.png,0
"[(0.25830258302583026, 0.36693548387096775), (0.5129151291512916, 0.4637096774193548), (0.5313653136531366, 0.5725806451612904), (0.4797047970479705, 0.7016129032258065)]","[0.21711223543583572, 0.3210130690367961, 0.3141765118225381, 0.27487580520766464]","[(0.2915129151291513, 0.08064516129032258), (0.8044280442804428, 0.29838709677419356), (0.9003690036900369, 0.4838709677419355), (0.8265682656826568, 0.6653225806451613), (0.6568265682656826, 0.8911290322580645)]","[0.40377814795680034, 0.5627802655829829, 0.5926420276812763, 0.5282840819940561, 0.4357661968244678]",img_1630.png,0
"[(0.36466165413533835, 0.3115942028985507), (0.5676691729323309, 0.45652173913043476), (0.556390977443609, 0.5688405797101449), (0.49624060150375937, 0.6594202898550725)]","[0.22780420109357194, 0.31841331030596326, 0.3103163641873387, 0.2858280183232304]","[(0.4398496240601504, 0.06521739130434782), (0.8759398496240601, 0.32608695652173914), (0.924812030075188, 0.5434782608695652), (0.8233082706766918, 0.7608695652173914), (0.5939849624060151, 0.9166666666666666)]","[0.3951717006117271, 0.5466865117789168, 0.5638884796797905, 0.5240064887068656, 0.4419982812220793]",img_1479.png,0
"[(0.40370370370370373, 0.30824372759856633), (0.5851851851851851, 0.4731182795698925), (0.562962962962963, 0.5842293906810035), (0.4925925925925926, 0.6630824372759857)]","[0.24080464728747744, 0.3298422072413486, 0.3218307103685928, 0.2937804909581427]","[(0.4888888888888889, 0.06810035842293907), (0.9037037037037037, 0.37992831541218636), (0.9222222222222223, 0.6129032258064516), (0.8, 0.8064516129032258), (0.5592592592592592, 0.9247311827956989)]","[0.3997879908627421, 0.5565755756337051, 0.5712221726267238, 0.5310869262651949, 0.44256723387101526]",img_1491.png,0
"[(0.4132841328413284, 0.3272058823529412), (0.5830258302583026, 0.49264705882352944), (0.5645756457564576, 0.5919117647058824), (0.5018450184501845, 0.6727941176470589)]","[0.24360917445695635, 0.3333683775598091, 0.3279734124398258, 0.3041402173885188]","[(0.5092250922509225, 0.07720588235294118), (0.8819188191881919, 0.40808823529411764), (0.915129151291513, 0.625), (0.8154981549815498, 0.7757352941176471), (0.6125461254612546, 0.9080882352941176)]","[0.40710161876033696, 0.5476141849642142, 0.5754575856933326, 0.5363503495601466, 0.46051485958610494]",img_565.png,0
"[(0.5853658536585366, 0.4656084656084656), (0.32926829268292684, 0.48677248677248675), (0.6341463414634146, 0.5714285714285714), (0.6341463414634146, 0.7248677248677249)]","[0.4329234537819377, 0.27142639555717524, 0.4381720700010659, 0.4123069082685653]","[(0.7520325203252033, 0.1164021164021164), (0.7682926829268293, 0.12169312169312169), (0.9308943089430894, 0.2804232804232804), (0.5365853658536586, 0.4708994708994709), (0.9390243902439024, 0.4708994708994709)]","[0.6668380963541085, 0.6744534182320688, 0.726806694489357, 0.3987782290686056, 0.6860927914460139]",img_180.png,0
"[(0.4218181818181818, 0.31654676258992803), (0.5927272727272728, 0.4784172661870504), (0.5709090909090909, 0.5827338129496403), (0.49818181818181817, 0.6618705035971223)]","[0.25439778124970885, 0.3403625714609847, 0.3305268281019188, 0.29784709936046094]","[(0.5163636363636364, 0.07194244604316546), (0.8872727272727273, 0.38848920863309355), (0.92, 0.6079136690647482), (0.7963636363636364, 0.7985611510791367), (0.5672727272727273, 0.9172661870503597)]","[0.4160485750763699, 0.552615823287382, 0.5757641520637076, 0.5289183540963719, 0.43971615084245913]",img_1075.png,0
"[(0.3835125448028674, 0.3333333333333333), (0.5770609318996416, 0.47619047619047616), (0.5698924731182796, 0.5860805860805861), (0.5125448028673835, 0.673992673992674)]","[0.24696092025745625, 0.3391111769988679, 0.3316753410539102, 0.3030548236870769]","[(0.4444444444444444, 0.07326007326007326), (0.8530465949820788, 0.3443223443223443), (0.921146953405018, 0.5494505494505495), (0.8351254480286738, 0.7582417582417582), (0.6344086021505376, 0.9120879120879121)]","[0.4089068724626443, 0.5511745618680675, 0.5815409980400276, 0.5408616627104683, 0.4554656659891356]",img_1142.png,0
"[(0.391304347826087, 0.3299492385786802), (0.5507246376811594, 0.4720812182741117), (0.5410628019323671, 0.5634517766497462), (0.4830917874396135, 0.6395939086294417)]","[0.21645773686322975, 0.2949732761335457, 0.2895258576854331, 0.26131360004858994]","[(0.5120772946859904, 0.1065989847715736), (0.8454106280193237, 0.3756345177664975), (0.8840579710144928, 0.5685279187817259), (0.7874396135265701, 0.7157360406091371), (0.6280193236714976, 0.883248730964467)]","[0.3836177212100007, 0.5155140474859586, 0.5370611613479751, 0.4870409086032859, 0.4353414216122539]",img_2316.png,0
